school,title,start,end,url,location,city,isOnline,description,imageUrl
ESSEC Alumni,Webinar “Marketing is Meaning: Why Every Hospitality Professional Needs a Marketing Mindset” with Professor Leora Lanz,2025-11-12 15:00:00+00:00,2025-11-12T16:30:00+00:00,https://www.essecalumni.com/event/webinar-marketing-is-meaning-why-every-hospitality-professional-needs-a-marketing-mindset-with-professor-leora-lanz/2025/11/09/7627,En ligne,,True,"“Marketing is Meaning: Why Every Hospitality Leader Needs a Marketing Mindset”A conversation with Leora Lanz on bridging generations through strategy, empathy, and ownership.Join us for an interesting Webinar!📅 November 12, at 3pm CETZOOM Link: https://us02web.zoom.us/j/3810697601?omn=85488390719 (ID : 381 069 7601)During this webinar, Leora will share:✨ The big ideas behind her mantra “Think like a marketer. Act like an owner”✨ Stories from her global career and IMHI case studies featured in the book✨ Practical ways to make your marketing more purposeful, personal, and profitableAnd ...an exclusive, complimentary bonus chapter for all attendants!Title: Developing Your Marketing Mindset: Real-World Lessons from HospitalityAuthor: Leora Lanz📖 Summary:Leora Lanz's book is more than a marketing manual, it’s a strategic call to action for anyone in hospitality (or beyond) to adopt a marketing mindset. This means thinking critically, acting with purpose, and embracing the dual role of creator and owner.Divided into three parts, the book moves from foundational thinking (""Think like a marketer. Act like an owner.""), to self-branding, to future-facing strategies rooted in innovation, sustainability, and emotional intelligence. The tone is warm, practical, and filled with vivid real-world cases from hotels, restaurants, and attractions, including direct input from students at Boston University and ESSEC (IMHI).",https://www.essecalumni.com/medias/image/7785633368c80b91a3b85.jpg
HEC Alumni,HEC Global Impact Community : launch webinar!,2025-11-12 17:00:00+00:00,2025-11-12T18:00:00+00:00,https://www.hecalumni.fr/event/hec-global-impact-community-launch-webinar/2025/11/09/13078,En ligne,,True,"Dear all,Imagine being part of a global, English-speaking network of changemakers connected to HEC Paris — one where you can:Find peers and collaborators who speak the same impact language. Unlock resources, insights, and deal flow from across the world. Bridge the gap between regions and disciplines to scale your work.That’s the vision behind the HEC Paris Global Impact Community — and we want you to help us build it.This initiative will unite HEC Paris-connected professionals active in impact — alumni, certificate holders, professors, Station F innovators, Mercure Award honorees, and peers from HEC Paris campuses worldwide — in one global, English-speaking network.Why? Because most of HEC Paris’s strongest networks today are France-focused and French-speaking. While powerful, they leave out a large portion of the community who are based outside France or operate primarily in English. This initiative intends to bridge that gap, creating a space where every member of the HEC Paris ecosystem, wherever they are, can connect meaningfully in English as a shared language.Who we’re looking for:🌍 Impact entrepreneurs scaling ventures with social or environmental missions 💸 Impact investors seeking deal flow, pipeline, or co-investors 🌱 Sustainability & CSR executives driving change from inside organizations 🏢 Intrapreneurs pushing transformation in large companies 🔄 Career shifters moving from corporate into purpose-driven work 🎓 Academics & policy shapers eager to translate ideas into action 📊 Consultants & advisors supporting sustainability journeysWhat you’ll gain from this initiative and webinar: ✔ Access to a curated peer network of changemakers worldwide✔ Opportunities to share deals, raise funds, and grow ideas✔ Insights from peers tackling impact challenges across regions✔ An opportunity to be one of our first co-founders and members so you can co-create this community with usWho are we: The HEC Global Impact Community was born from a shared vision among HEC Paris alumni and partners who believe business can — and should — be a force for good. What began as conversations between changemakers across continents has evolved into a collective effort to connect the global HEC ecosystem around sustainability, innovation, and impact.Our founding circle brings together entrepreneurs, investors, educators, and advisors who are reimagining how business, policy, and finance can work together to create a more inclusive and regenerative economy.With the support of Entrepreneurs HEC Club, Hub Entreprendre HEC, and HEC Transition, this initiative bridges the academic, entrepreneurial, and sustainability pillars of HEC Paris — creating a space where ideas, capital, and purpose meet to accelerate positive change worldwide.Join one of our two launch webinars, and be part of shaping the future of impact within the HEC Paris ecosystem.🎯 What to expect:The story and purpose behind the HEC Global Impact CommunityWhat it means to be a co-founderNext steps for joining and shaping our regional communitiesWebinar 1 📅 November 4 at 09:00 CET 🌍 Time zones: NYC 04:00 | São Paulo 05:00 | Kinshasa 09:00 | Paris 09:00 | Dubai 12:00 | Mumbai 13:30 | Hong Kong 16:00 | Sydney 19:00Reserve Your Spot: https://luma.com/zm32m9kcWebinar 2 📅 November 12 at 17:00 CET 🌍 Time zones: NYC 11:00 | São Paulo 13:00 | Kinshasa 17:00 | Paris 17:00 | Dubai 20:00 | Mumbai 21:30 | Hong Kong 00:00 | Sydney 03:00 (Nov 13)Reserve Your Spot: https://luma.com/4qrqjol1",https://www.hecalumni.fr/templates/common/images/background/event/bg-event-default.jpg
ESSEC Alumni,Webinaire : Image professionnelle et carrière : que dit mon look sur ma personnalité ?,2025-11-12 17:30:00+00:00,2025-11-12T18:30:00+00:00,https://www.essecalumni.com/event/webinaire-image-professionnelle-et-carriere-que-dit-mon-look-sur-ma-personnalite/2025/11/09/6910,En ligne,,True,"Image professionnelle et carrière : que dit mon look sur ma personnalité ?Vous êtes un-e professionnel-le ambitieux-se, vous avez de l’énergie, des idées et de la passion pour votre métier.Vous voulez que votre carrière reflète vos attentes. Vous souhaitez une image qui reflète votre personnalité et vos compétences.L’image occupe une part importante des 6 dimensions de la communication personnelle que sont le verbal, le para verbal, le péri verbal, l’holo verbal, l’infra verbal et le supra verbal.Lors de ce webinaire vous accepterez de vous livrer face au miroir virtuel des participants pour recueillir des feedbacks constructifs, identifier une qualité à révéler et recevoir des conseils sur l’image.Webinaire animé par Sophie Pain – Diplômée du réseau ESSEC - Coach professionnel spécialisé dans l’accompagnement de cadres et Consultante en image certifiéehttps://www.linkedin.com/in/sophie-pain-662047a9/ #carrieredevpersonnel#carriererechercheemploi#carriereprojettransition",https://www.essecalumni.com/templates/common/images/background/event/bg-event-default.jpg
ESSEC Alumni,Lancement du livre de Cécile Moroni (E08) & Table ronde sur l'équilibre vie pro/perso en Norvège,2025-11-12 17:30:00+00:00,2025-11-12T20:00:00+00:00,https://www.essecalumni.com/event/lancement-du-livre-de-cecile-moroni-e08-table-ronde-sur-l-equilibre-vie-pro-perso-en-norvege/2025/11/09/7919,"Chambre de Commerce Franco-Norvégienne / Fransk-Norsk Handelskammer, 27, Oscars gate, 0352, OSLO, NO",OSLO,False,"Cher alumni,C'est avec plaisir que nous vous convions au lancement de la version française de mon livre Le pays où les bébés dorment dehors, publié aux éditions Mondå.L'événement aura lieu en partenariat avec la French Tech le jeudi 12 novembre dans les locaux de la CCFN (Oscars gate 27, 0352 Oslo, Norvège).La soirée sera axée autour du thème de l'équilibre vie pro / vie perso en Norvège, et comportera un panel de discussion composé de membres de la French Tech, une touche d'humour et une séance de dédicace du livre.👉Si vous souhaitez vous joindre à nous, merci de vous inscrire ICI : lien d'inscriptionAmicalement,Cécile MORONI (E08)ESSEC Alumni peut être amené à diffuser les photos et vidéos prises lors de cet événement dans ses différents supports de communication (brochures, newsletters, articles, magazine Reflets, médias sociaux, sites web, etc.). Si vous ne souhaitez pas être filmé ou photographié, merci de nous le signaler par e-mail (florence.zheng@essec.edu) avant la tenue de l'événement.",https://www.essecalumni.com/medias/image/16995323546904974fc69b9.png
HEC Alumni,ENVIRONMENTAL CROSSTALK AND BONE MARROW NICHE REGULATION,2025-11-12 17:30:00+00:00,2025-11-12T18:30:00+00:00,https://www.hecalumni.fr/event/environmental-crosstalk-and-bone-marrow-niche-regulation/2025/11/09/13101,"Collège de France, 11 place Marcelin Berthelot, 75005, Paris, FR",Paris,False,"A vos agendas !En accord avec le Collège de France, vous êtes conviés à assister à la conférence d'Emmanuelle Passegué, Directrice de la Columbia Stem Cell Initiative et professeure émérite de génétique et de développement à l'université Columbia ENVIRONMENTAL CROSSTALK AND BONE MARROW NICHE REGULATIONqui aura lieu mercredi 12 novembre 2025 de 17h30 à 18h30 dans l'Amphithéâtre Mireille Delmas-Marty.“In adult mammals, HSCs reside in the bone marrow (BM) cavity near diverse groups of stromal cells, which maintain the structural integrity of both bone and marrow microenvironments. Interactions among stromal cells and hematopoietic stem and progenitor cells modulate many of the critical functions of the hematopoietic system, including production of specific blood lineages and responses to infection and inflammation. Our understanding of these interactions has grown considerably with application of new technologies that have uncovered how cell populations associate in situ and exchange molecular signals. We will describe important architectural features of the BM cavity and its cellular composition and explore the central role of mesenchymal stromal cells (MSC) as organizers of hematopoietic niches.”Pour en savoir plus, veuillez cliquer ici.L'accès en présentiel est libre, dans la limite des places disponibles.Pour toute question, n’hésitez pas à nous contacter par e-mail.Retrouvez les prochaines manifestations santé que nous vous recommandons dans l'Agenda du Hub Santé ici et dans l'Agenda du Club Santé ici",https://www.hecalumni.fr/medias/image/16914208726903675545192.jpg
HEC Alumni,"Club HEC Détente : VISIOCONFÉRENCE : RODIN-BOURDELLE, DESTINS CROISES",2025-11-12 18:00:00+00:00,2025-11-12T19:30:00+00:00,https://www.hecalumni.fr/event/club-hec-detente-visioconference-rodin-bourdelle-destins-croises/2025/11/09/12661,En ligne,,True,"VISIOCONFÉRENCE : RODIN-BOURDELLE, DESTINS CROISESEn confrontant un torse, une main ou une tête d’Antoine Bourdelle (1861-1929) et d’Auguste Rodin (1840-1917), on comprend la modernité qu’ils ont développée l’un et l’autre dans l’esthétique du fragment. Bourdelle a été praticien de Rodin c’est-à-dire qu’il a taillé en pierre ce que Rodin concevait dans l’argile, avant de prendre ses distances avec lui. Ils collectionnent l’un et l’autre des sculptures antiques grecques, romaines, égyptiennes, hindous, mais aussi des sculptures gothiques qui deviennent source d’inspiration pour leur propre production. Dans cette conférence, les plus beaux morceaux des deux sculpteurs seront confrontés à ceux de Brancusi, Duchamp, Villon et Orloff. Impossible de faire l’impasse sur le rapport singulier de chacun aux œuvres qui résultent d’hybridations entre animal, végétal et humain. Richier et Giacometti, tous deux élèves de Bourdelle, concluront la séance.Le conférencier Maxime Paz est, après une première vie de comédien, devenu historien de l'art (Ph. D.) spécialisé en sculpture des XIXème et XXème siècles. Guide-conférencier national, il a soutenu sa thèse de doctorat sur la formation des sculpteurs au XIXème siècle.Date : mercredi 12 novembre 2025 à 18h00Inscription : sur le site HEC AlumniConférencier : Maxime PazPrix : 12 € par écranCorrespondant : Alain Germillon (H71) Tél : 06 29 37 69 29 - agermillon@gmail.com",https://www.hecalumni.fr/templates/common/images/background/event/bg-event-default.jpg
HEC Alumni,FUTURAPOLIS PLANETE 2025,2025-11-12 18:00:00+00:00,2025-11-15T17:30:00+00:00,https://www.hecalumni.fr/event/futurapolis-planete-2025/2025/11/09/13060,En ligne,Toulouse,True,"A vos agendas !Le Point convie les membres d'HEC Santé à FUTURAPOLIS PLANETE 2025 qu'il organise du mercredi 12 au samedi 15 novembre 2025, en présentiel à Toulouse et en distanciel sur le thèmeQUAND LA SCIENCE PARLE""Futurapolis Planète, l’évènement référent consacré à l’innovation technologique, à la transition écologique, à la science et à la recherche se tiendra à Toulouse dans un site universitaire prestigieux"".Parmi les thèmes au programme : La France face au tsunami gris ; Taxe soda, Nutri‑score, malbouffe ; Santé mentale ; Pesticides ; De Frankenstein à ChatGPT ; Je n’y comprends rien à l’IA ? ; Souveraineté numérique en France ; De la science en Amérique ; Quand la science parle ; ...Le Hub HEC Santé est pour la première fois partenaire de cet événement.Le programme détaillé ainsi que les modalités de participation en présentiel sont communiqués par e-mailing ; pour vous inscrire pour une participation en distanciel, veuillez vous enregistrer ci-dessous. Retrouvez les prochaines manifestations santé que nous vous recommandons dans l'Agenda du Hub Santé ici et dans l'Agenda du Club Santé ici",https://www.hecalumni.fr/medias/image/182508340268f6b594c5612.jpg
HEC Alumni,CÉRÉMONIE DE LA FLAMME SOUS L'ARC DE TRIOMPHE,2025-11-12 18:00:00+00:00,2025-11-12T20:00:00+00:00,https://www.hecalumni.fr/event/ceremonie-de-la-flamme-sous-l-arc-de-triomphe/2025/11/09/13026,"ARC DE TRIOMPHE, 75008, PARIS, FR",PARIS,False,"CÉRÉMONIE DE LA FLAMME SOUS L'ARC DE TRIOMPHEComme chaque année, HEC Alumni ravivera la Flamme sous l'Arc de Triomphe en hommage aux morts pour la France.Tous les diplômés et les étudiants d'HEC Paris sont conviés à participer à cette manifestation du souvenir afin de représenter dignement la communauté HEC et prouver ainsi son attachement à la mémoire de nos camarades qui sont morts pour la France.   ATTENTION : Le rendez-vous est fixé à 18h afin d'organiser au mieux le défilé des délégations, dans le souterrain menant à l'Arc de Triomphe. Ce souterrain se trouve en haut des Champs Elysées, côté des numéros pairs, trottoir de droite en regardant l'Arc de Triomphe. Nous vous prions de croire à l’assurance de nos sentiments respectueux. Hortense De Roux (H.05)Présidente d'HEC Alumni  PS : Si vous êtes décorés, n'hésitez pas à porter vos décorations",https://www.hecalumni.fr/medias/image/212924768068e7d5d611a58.jpg
HEC Alumni,GENERATION SHARE - Visioconférence :La prise en charge de l’AVC : une course contre la montre. Perspectives et avancées.,2025-11-12 18:00:00+00:00,2025-11-12T20:00:00+00:00,https://www.hecalumni.fr/event/generation-share-visioconference-la-prise-en-charge-de-l-avc-une-course-contre-la-montre-perspectives-et-avancees/2025/11/09/13083,En ligne,,True,"GENERATION SHARE - Génération PartagePartageons nos talents!Chers camarades, bonjour!Nous avons l'honneur d'accueillir le Professeur Guillaume TURC, pour sa visioconférence sur un sujet d'importance: La prise en charge de l’AVC : une course contre la montre!Plus d'1/3 des séquelles d'AVC pourraient être évitées!Perspectives et avancées.Le Professeur Guillaume Turc est Neurologue au GHU Paris psychiatrie et neurosciences, et responsable de l’équipe INSERM de recherche sur les AVC l’Institut de Psychiatrie et Neurosciences de Paris. C’est un acteur clé de la neurologie vasculaire, reconnu à l’échelle internationale. Ses recherches, qui portent sur l’amélioration de la prise en charge des AVC, ont été récompensées par le prestigieux prix Scientific Excellence Award de l’European Stroke Organisation. Il est responsable du programme de recherche ASPHALT qu’il conduit avec le Docteur Melika Hadziahmetovic, qui présente une double compétence unique en Neurologie et Médecine d’Urgence (GHU Paris psychiatrie et neurosciences, SAMU de Paris).Le lien sera communiqué deux jours avant la visioconférence aux inscrits.Les frais d'inscription seront intégralement reversés au GHU.Nous comptons sur vous! Très amicalement, Elisabeth et Anthony",https://www.hecalumni.fr/templates/common/images/background/event/bg-event-default.jpg
CentraleSupélec Alumni,🎉 Afterwork Centraliens & Supélec à Zurich 🍹,2025-11-12 18:30:00+00:00,2025-11-12T22:00:00+00:00,https://association.centralesupelec-alumni.com/event/tada-afterwork-centraliens-supelec-a-zurich-tropical-drink/2025/11/09/9530,"Santa Lucia, Niederdorf, 21, Marktgasse, 8001, ZURICH, CH",ZURICH,False,"Chers Centraliens et Supélec de Suisse,Nous sommes ravis de vous convier à notre prochain afterwork pour un moment convivial entre alumni !📅 Mercredi 12 novembre à partir de 18h30📍 Santa Lucia, Niederdorf – Marktgasse 21, 8001 ZürichUne belle occasion de se retrouver, d’échanger et de renforcer les liens de notre communauté dans une ambiance chaleureuse.👉 Merci de confirmer votre présence sur le groupe WhatsApp avant le 10 novembre afin de nous aider à organiser au mieux la soirée.Au plaisir de vous y retrouver !Cordialement,Laura Leoty & Luc Leforestier",https://association.centralesupelec-alumni.com/templates/common/images/background/event/bg-event-default.jpg
ESSEC Alumni,Mixeur Whats4u Londres 2025,2025-11-12 18:30:00+00:00,2025-11-12T21:30:00+00:00,https://www.essecalumni.com/event/mixeur-whats4u-londres-2025/2025/11/09/7833,"Maison des HEC, 43 Parker Street, WC2B 5PS, LONDRES, GB",LONDRES,False,"Mixeur Whats4u Londres 2025Découvrez l'art de la rencontre ! Rejoignez les anciens pour une conférence inspirante, des activités stimulantes et du networking autour d'un repas et d'un verre. Explorez l'art de la rencontreSuite au succès du tout premier Whats4u London Mixer en 2024, nous sommes ravis de vous inviter à l'édition de cette année.Whats4u est une initiative collective portée par 17 associations d’anciens élèves de grandes Grandes Écoles, dédiée à l’accompagnement des anciens élèves tout au long de leur parcours professionnel.En 2025, nous explorerons « L'art de la rencontre : ce qui rend une rencontre mémorable ». À travers une conférence inspirante et une série d'ateliers pratiques et interactifs, nous réfléchirons à la manière dont les liens se créent, s'entretiennent et donnent du sens à leurs interactions. Attendez-vous à un mélange de moments ludiques et stimulants, conçus pour susciter le dialogue et renforcer les liens au sein des communautés d'anciens élèves.Et bien sûr, ce ne serait pas le London Mixer sans le temps de se mêler et de profiter d'une soirée conviviale autour d'un repas et d'un verre.Obtenez des billetsAperçu du programme18h30 – 18h45 BienvenueArrivée, enregistrement et pot de bienvenue.18h45 – 19h45 Conférence inspirante : « L’art de la rencontre »Une conversation avec trois leaders du monde du recrutement, des médias et de l'art, explorant ce qui rend les rencontres humaines vraiment mémorables.19h45 – 20h30 Séances interactivesAteliers en petits groupes conçus pour approfondir la réflexion et la connexion à travers l'expérience.20h30 – 21h30 Networking et clôturePoursuivez la conversation autour d’un repas et d’une boisson.La Conférence – L’Art de la Rencontre (18h45 – 19h45)IntervenantsMyriam VacherMyriam est une professionnelle du recrutement de cadres, spécialisée dans le leadership technologique. Au cours des dix dernières années, elle a accompagné des fondateurs, des investisseurs et des conseils d'administration à travers l'Europe pour répondre à leurs besoins de recrutement de cadres supérieurs lors de périodes de croissance critiques. Sa carrière couvre le conseil en stratégie, les fusions-acquisitions et la finance, dans tous les secteurs d'activité et les services professionnels.Myriam est diplômée de l'IMD, de la London School of Economics et de l'EDHEC Business School.Véronique Forge-KaribianVéronique est journaliste et entrepreneuse média. Elle a animé des émissions et des magazines d'information à la télévision française, dont Femmes d'Exception . Elle est également la fondatrice de Business O Féminin , une plateforme média numérique et un réseau professionnel comptant plus de 70 000 abonnés, et la créatrice du podcast Power Girl . Son travail est axé sur le storytelling, l'empowerment et le développement de communautés.Alice BlackAlice est PDG et fondatrice d' ArtULTRA , un cabinet de conseil et de management artistique qui promeut un monde de l'art plus inclusif et avant-gardiste. Ancienne codirectrice du Design Museum de Londres (2007-2020), elle a dirigé son réaménagement primé à Kensington, et le musée a été nommé Musée européen de l'année en 2018. Alice est membre du conseil d'administration du London Museum, préside son conseil d'administration et siège au conseil de la Royal Academy of Arts et au comité consultatif de la British Library.Séances interactives (19h45 – 20h30)Vous choisirez l’un des ateliers expérientiels suivants pour explorer l’art de la rencontre sous un angle nouveau :1. L'art de se rencontrer à travers le chocolatAnimatrice : Nadae Cherradi, Fondatrice de Lalla ChocolatNadae est une passionnée de chocolat marocaine depuis toujours. Son voyage au Canada, en France, en Australie et au Costa Rica a approfondi sa fascination pour la richesse et la diversité du cacao. Après avoir créé de délicieuses truffes végétaliennes adaptées à son intolérance aux produits laitiers, elle a fondé Lalla Chocolat , une ode au goût, au bien-être et à l'hospitalité marocaine.Dans cet atelier sensoriel, vous explorerez la connexion à travers le langage du goût. En petits groupes, vous participerez à une dégustation à l'aveugle de truffes véganes artisanales, décryptant texture, intensité et émotion. Attendez-vous à des échanges riches, des accords surprenants et une réflexion savoureuse sur ce qui rend quelque chose (ou quelqu'un) vraiment mémorable.2. Qui suis-je quand je brille ? – L’art de la rencontre authentiqueAnimatrice : Valérie Maure, Coach Exécutive & Fondatrice, Oxygen AdvisoryValérie est coach exécutive. Elle allie clarté stratégique et profondeur humaine, aidant ainsi les dirigeants et les équipes à aligner leur raison d'être, leur performance et leur présence. Après trente ans à des postes de direction chez Accenture, Apple et IBM, elle conçoit aujourd'hui des expériences qui invitent à la réflexion, au rire et à la conversation, créant ainsi un espace où chacun peut s'exprimer pleinement.Dans un monde de réseautage constant, les rencontres mémorables ne naissent pas de pitchs parfaits mais plutôt d'une présence authentique !Dans cet atelier hautement interactif de 45 minutes, Valérie vous guidera à travers un parcours ludique et réflexif pour explorer qui vous êtes lorsque vous communiquez au mieux de vos capacités. Grâce à des échanges inspirés par le coaching et à une réflexion créative, vous découvrirez ce qui vous rend mémorable, pratiquerez une écoute profonde et repartirez avec une perception plus claire de votre signature authentique, pour une prochaine rencontre plus authentique, énergisante et humaine.3. L'improvisation et la première rencontre mémorableAnimateurs : Henri Brugère et Cécile Loyen, French British ImprovisationHenri est un acteur, auteur et metteur en scène français basé à Londres depuis plus de dix ans. Il travaille dans les domaines du théâtre, du cinéma et de l'improvisation, et anime des ateliers de prise de parole en public et de performance.Cécile est une improvisatrice forte de plus de 15 ans d'expérience dans l'animation d'ateliers de théâtre pour enfants et adultes à Londres et à l'international. Membre active de la troupe French British Improvisation (FBI) , elle se produit et enseigne régulièrement.L'Improvisation Franco-Britannique vous invite à un atelier d'improvisation ludique et hautement participatif. Nous explorerons comment l'improvisation peut aider chacun à créer des premières rencontres mémorables et à captiver l'attention de ses interlocuteurs. Aucune expérience en théâtre ou en improvisation n'est requise !4. Écoutez-vous ou écoutez-vous ? – L'art de l'écoute activeAnimateurs : Jacques Balducci et Marileen Koppenberg, coachs exécutifs et conseillers de carrièreJacques est coach professionnel certifié et conseiller en carrière internationale chez EDHEC Alumni . Il accompagne les diplômés dans leurs transitions de carrière, le développement de leur leadership et les changements organisationnels. Fort de plus de 25 ans d'expérience internationale dans les médias et la mesure d'audience chez Médiamétrie , Euronews et TF1 , il accompagne aujourd'hui les dirigeants et les équipes dans l'amélioration de leur performance et la gestion du changement avec sérénité.Marileen est coach exécutive et consultante en communication accréditée ICF , avec une formation en finance. Après avoir débuté sa carrière chez JP Morgan en banque d'investissement et en gestion d'actifs, elle accompagne aujourd'hui ses clients pour renforcer leur confiance, leur présence et gérer les transitions clés. Elle est administratrice de City Pay It Forward et membre du conseil d'administration d' EDHEC UK Alumni . Elle est également titulaire d'un MBA de l'Université de Notre Dame .Vous êtes-vous déjà demandé si vous saviez réellement écouter ? Comment le sauriez-vous ?Votre capacité d’écoute est-elle aussi importante que votre capacité de parler ?Si cela pique votre curiosité, préparez-vous à être surpris.Venez nous rejoindre pour cet atelier interactif sur l'art de l'écoute active et renouez avec cette compétence inestimable qui est à la disposition de nous tous.Clôture et réseautage (20h30 – 21h30)Poursuivez les conversations engagées pendant la soirée autour d'un verre et d'un repas. Reprenez contact avec de vieux amis, rencontrez de nouvelles personnes et réfléchissez à ce qui rend les rencontres vraiment mémorables.",https://www.essecalumni.com/medias/image/16382839468f1f11be42b4.png
ESSEC Alumni,Happy Alumni Hour à Marseille,2025-11-12 18:30:00+00:00,2025-11-12T22:00:00+00:00,https://www.essecalumni.com/event/happy-alumni-hour-a-marseille/2025/11/09/7904,"Maison Yellow, 10, Place de la Joliette, 13002, MARSEILLE, FR",MARSEILLE,False,"Chers membres,  C’est la reprise ! Le Club ESSEC Alumni Provence a le plaisir de vous inviter à son prochain afterwork à Marseille | Mercredi 12 novembre à partir de 18h30.Nous vous donnons rendez-vous chez Maison Yellow, un lieu hybride pensé autour de produits locaux, à la fois boutique, musée, restaurant, bar et lieu événementiel. Quelques dégustations des boissons de la maison Ricard et tapas à partager vous attendent pour cette occasion, dans une ambiance comme toujours conviviale.  Nous nous réjouissons de vous y retrouver !  Les inscriptions sont obligatoires alors, prenez vite votre place  ! Informations pratiques : Horaires : de 18h30 à 22h Tarif : 24€ Adresse : Les Docks Village - 10 place de la Joliette Place PAUL RICARD - Porte K Rue des Docks ou, Quai du Lazaret, 13002 MarseilleINSCRIPTIONSLes inscriptions sont ouvertes dans le module d'inscription ci-dessous.📢  Alumni ESSEC, rejoignez le Club ESSEC Alumni Provence en devenant membre pour être informé des prochains événements juste ici.Prix : 24 euros par personne.ESSEC Alumni peut prendre et utiliser des photos / vidéos de ses événements pour ses différents supports de communication (brochures, newsletters, articles, magazine Reflets, médias sociaux, sites web, etc.). Merci de contacter l'organisateur de l'événement si vous ne souhaitez pas que votre image soit utilisée.Au plaisir de vous retrouver nombreuses et nombreux, Le Club ESSEC Alumni Provence",https://www.essecalumni.com/medias/image/20075986856900d936912c2.png
ESSEC Alumni,Afterwork & Spectacle Le Porteur d'Histoire - Théâtre des Salinières,2025-11-12 18:30:00+00:00,2025-11-12T22:30:00+00:00,https://www.essecalumni.com/event/afterwork-spectacle-le-porteur-d-histoire-theatre-des-salinieres/2025/11/09/7828,"Théâtre des Salinières, 4, Rue Buhan, 33000, BORDEAUX, FR",BORDEAUX,False,"Chers alumni,Le Club ESSEC Alumni Aquitaine en collaboration avec l'EM Lyon Alumni ont le plaisir de vous proposer une sortie théâtre le mercredi 12 novembre à 20h45 au Théâtre des Salinières pour voir le spectacle : Le Porteur d'HistoireRéservez vos places dès maintenant pour ce spectacle ! Plus d'informations : https://www.theatre-des-salinieres.com/spectacles/le-porteur-dhistoire Pour celles et ceux qui souhaitent se retrouver pour un moment d'échange avant, une table sera réservée au bar les Mauvais Garçons, 23 rue Neuve, 33000 Bordeaux à partir de 18h30. Afin de faciliter la réservation de la table, si vous prévoyez de participer à ce moment de convivialité, merci de vous inscrire. (Frais - 0 euros à l’inscription/ paiement sur place individuellement par chaque participant de ses consommations)INSCRIPTIONSLes inscriptions sont ouvertes dans le module d'inscription ci-dessous.Les remboursements ne seront plus possibles après la fin des inscriptions. Date limite d'inscriptions le 04/11 à 12h.Attention le nombre de places est limité. Ouvert aux accompagnants. Prix : 21 euros (tarifs groupe réduit - au lieu de 25 euros)  ESSEC Alumni peut être amené à diffuser les photos et vidéos prises lors de cet événement dans ses différents supports de communication (brochures, newsletters, articles, magazine Reflets, médias sociaux, sites web, etc.). Si vous ne souhaitez pas être filmé ou photographié, merci de nous le signaler par e-mail (alumni-events@essec.edu) avant la tenue de l'événement.📢  Alumni ESSEC, rejoignez le Club Aquitaine en devenant membre pour être informé des prochains événements juste ici. Venez nombreux et à très bientôt !Le Club ESSEC Alumni Aquitaine",https://www.essecalumni.com/medias/image/100519027268ef57f84943f.png
